Invoice_id,Customer_Id,Invoice_date,invoice_gross_value,Invoice_currency
964036,54981,2024-10-01,876302.6,KES
292215,62245,2024-12-21,812354.06,USD
139898,59373,2024-10-08,653995.57,USD
622610,12986,2024-07-22,750442.96,USD
167055,14235,2024-07-23,995646.78,KES
233294,71290,2024-12-18,884561.94,USD
903171,95602,2024-10-29,558421.57,USD
307780,13862,2024-12-18,921685.26,USD
458985,35940,2024-08-19,903036.56,KES
358095,66089,2024-05-17,699828.72,USD
725386,66195,2024-09-25,994216.42,USD
104858,18156,2024-05-04,594079.53,KES
280180,59745,2024-09-27,476240.48,USD
384077,49163,2024-10-16,629940.45,KES
978202,51893,2024-06-08,944710.39,KES
136828,4444,2024-07-30,636095.99,KES
44899,11796,2024-07-09,805162.56,USD
590290,93259,2024-08-08,851482.58,KES
761184,39824,2024-09-16,824414.16,USD
441812,44192,2024-11-10,755081.96,KES
448283,54553,2024-07-27,558777.77,KES
342564,94650,2024-05-02,638691.52,KES
354601,90663,2024-06-17,889683.49,USD
861133,5254,2024-08-08,885428.15,USD
967731,61926,2024-09-25,469179.32,USD
171470,98386,2024-08-02,489446.2,KES
561358,6058,2024-10-28,470207.53,KES
854136,61415,2024-08-26,922396.59,USD
31599,53086,2024-05-19,600658.47,USD
336603,1137,2024-06-23,638117.46,USD
49093,11008,2024-07-21,581213.97,USD
51583,70547,2024-09-21,851168.16,USD
303566,66779,2024-09-27,989531.02,USD
877155,68328,2024-09-07,703441.46,USD
341624,10543,2024-07-30,667616.81,KES
583550,48782,2024-09-22,606584.12,USD
614460,50555,2024-11-16,978256.33,KES
232164,19263,2024-05-06,962781.07,KES
261264,37698,2024-10-27,913844.8,KES
203782,83430,2024-07-20,877062.33,KES
881301,29122,2024-08-09,678803.59,USD
942891,65246,2024-12-24,924958.98,KES
486530,17743,2024-05-01,740448.31,KES
168346,47076,2024-11-22,890795.52,KES
267279,26330,2024-09-04,821297.71,USD
590270,46841,2024-10-30,769183.02,USD
482616,59307,2024-11-30,639280.85,KES
459151,22175,2024-06-16,461734.33,KES
137165,94695,2024-12-24,902422.76,KES
544545,76206,2024-05-26,955405.9,KES
833859,54091,2024-07-09,819975.25,USD
141773,91768,2024-12-21,943462.36,USD
440574,79603,2024-10-30,934028.85,USD
501870,53035,2024-08-23,906102.08,USD
632365,46338,2024-09-02,881257.77,KES
928544,95322,2024-05-01,614091.26,KES
72694,25393,2024-10-26,848767.11,KES
140621,5238,2024-07-25,717348.54,KES
752253,2312,2024-11-13,481338.21,USD
61233,44192,2024-05-21,664598.21,KES
723837,87654,2024-10-18,939430.68,KES
7834,61915,2024-05-30,959947.36,USD
316166,19175,2024-09-12,733737.66,KES
920586,98962,2024-09-25,879507.45,KES
880233,14871,2024-05-02,677015.69,KES
848396,87630,2024-07-26,730751.49,KES
13031,74815,2024-05-16,470930.44,KES
697828,12726,2024-09-10,711040.95,KES
267792,40481,2024-11-27,505657.53,KES
576390,69420,2024-08-19,739520.22,USD
230614,80152,2024-05-12,759000.18,USD
148172,92651,2024-05-21,735324.55,KES
525196,19197,2024-12-11,854217.26,USD
110346,35660,2024-10-30,803337.71,USD
55299,13226,2024-07-30,848161.28,KES
739536,97226,2024-06-01,587961.15,KES
882255,15884,2024-06-13,780024.13,USD
948883,84189,2024-09-14,595830.08,USD
158657,14037,2024-09-26,760006.61,USD
184598,8093,2024-09-01,862441.36,KES
734762,66052,2024-09-05,823581.84,KES
88203,92686,2024-08-03,693929.45,USD
398232,37663,2024-11-06,740522.35,USD
289354,64961,2024-10-29,732057.19,KES
996883,5909,2024-07-23,998176.44,USD
546524,93298,2024-08-29,763843.57,USD
443969,25927,2024-09-24,542462.99,KES
704226,37503,2024-12-30,985994.88,KES
189273,40848,2024-10-02,658097.89,USD
60226,66711,2024-05-13,720283.34,KES
25749,62097,2024-06-29,643532.4,KES
940586,98318,2024-10-30,630238.92,KES
653053,95873,2024-07-13,948476.17,USD
533025,77680,2024-07-10,756453.47,USD
562455,44227,2024-05-18,958605.12,KES
243826,46630,2024-09-29,806865.36,USD
975440,69524,2024-06-14,801609.84,KES
210734,40442,2024-09-22,487598.11,KES
306004,98487,2024-08-08,571133.07,USD
463934,20765,2024-11-03,510298.06,USD
124122,98397,2024-11-07,824802.22,USD
228263,64711,2024-10-05,836247.55,KES
737514,2527,2024-11-01,848787.79,USD
447389,46602,2024-11-28,978963.41,KES
324642,73621,2024-09-11,841952.58,KES
631026,38303,2024-09-16,703639.33,USD
857333,87127,2024-11-07,650550.76,KES
124932,82125,2024-12-12,960622.58,USD
36135,26467,2024-10-15,877966.66,USD
319953,8596,2024-12-09,755214.53,KES
135944,81265,2024-06-27,753671.75,USD
189358,2559,2024-05-25,701352.77,USD
288931,91483,2024-05-20,948980.35,USD
888406,98994,2024-11-07,455300.19,USD
185377,22045,2024-12-04,603497.81,KES
563731,33250,2024-10-21,579131.8,USD
66916,61132,2024-09-16,822247.98,KES
602887,61937,2024-09-11,748052.28,KES
107906,44309,2024-07-15,782113.66,USD
691216,42222,2024-07-11,786657.69,USD
124264,25695,2024-09-18,699230.19,KES
631439,34742,2024-05-06,838262.79,USD
254452,55635,2024-06-15,895743.74,USD
472695,90109,2024-08-10,921700.67,KES
179496,84623,2024-11-05,858805.38,KES
838599,41083,2024-10-14,466317.31,USD
95653,91142,2024-11-22,682599.7,USD
314594,96088,2024-06-30,989347.58,KES
438342,90663,2024-12-13,712878.49,KES
387759,28571,2024-05-31,669517.7,KES
174698,42681,2024-10-11,537716.72,USD
689105,64507,2024-05-26,693963.09,KES
840542,67746,2024-12-04,920175.33,KES
234368,32215,2024-06-03,738760.22,KES
897470,92535,2024-09-19,807949.92,KES
692516,3706,2024-05-23,801685.88,USD
803378,75782,2024-10-10,461587.66,KES
819975,4228,2024-12-22,799273.0,USD
712889,44891,2024-05-08,670546.54,KES
416963,96366,2024-12-01,594011.18,KES
455258,35524,2024-11-22,671092.74,KES
628441,80096,2024-06-28,756015.94,KES
727066,41009,2024-06-08,732397.12,USD
501911,57271,2024-06-28,924887.1,KES
95162,65700,2024-10-26,982157.69,USD
906047,87227,2024-06-05,993106.87,KES
610499,44288,2024-05-01,713201.42,KES
347168,68919,2024-06-30,745937.85,USD
935423,71944,2024-11-22,972673.75,KES
133216,48163,2024-09-06,741425.11,USD
437491,98383,2024-10-21,953517.98,USD
382715,2146,2024-09-10,867495.03,USD
183706,74800,2024-05-02,863824.98,USD
797929,65971,2024-09-21,616845.88,KES
455266,37794,2024-12-19,973929.19,KES
354593,87468,2024-06-01,980277.19,USD
258251,91389,2024-08-09,720942.24,USD
950941,2437,2024-09-11,971677.84,KES
799087,60539,2024-11-09,835812.76,KES
800275,62363,2024-12-23,685483.35,USD
333427,41042,2024-05-01,505646.38,USD
488854,37927,2024-09-27,843691.46,KES
737146,36618,2024-10-14,841565.22,USD
658643,59802,2024-12-11,884727.09,KES
256649,47516,2024-07-10,774772.17,KES
785462,10843,2024-08-05,915284.79,USD
847492,95377,2024-07-11,730784.94,USD
98269,67394,2024-12-05,479570.61,KES
948219,96763,2024-09-17,782481.37,USD
891106,94365,2024-11-27,964233.23,USD
727655,45735,2024-07-10,939547.76,USD
74214,90659,2024-06-23,863580.48,KES
380678,16230,2024-09-21,732247.06,KES
504361,44208,2024-12-16,560120.53,USD
78382,67569,2024-09-12,664918.52,KES
197469,34017,2024-12-06,461792.3,USD
38457,46181,2024-06-06,467704.55,KES
907666,67044,2024-10-19,649515.18,KES
733483,5225,2024-07-24,605560.3,USD
809268,43194,2024-05-19,775210.67,USD
345368,93375,2024-09-16,822619.12,KES
961465,32516,2024-07-08,516706.31,KES
709870,56636,2024-09-10,460829.93,KES
458540,15148,2024-06-06,924843.96,USD
694214,76259,2024-08-04,524146.74,KES
830472,79222,2024-06-11,505546.71,KES
907115,29795,2024-08-19,545142.67,KES
202786,29049,2024-12-11,482895.1,USD
562237,60190,2024-08-16,699414.75,USD
911023,6700,2024-10-22,617657.88,USD
604057,14871,2024-09-29,802306.36,KES
458649,53657,2024-09-14,463544.05,KES
457770,46806,2024-09-04,929547.72,KES
914250,5521,2024-07-26,717281.95,KES
479950,35906,2024-07-28,931460.27,USD
46706,40998,2024-06-24,664708.5,KES
117101,70390,2024-08-30,894164.25,USD
209385,40998,2024-06-15,934121.37,KES
756985,5947,2024-10-20,547629.44,USD
632385,49899,2024-05-24,594140.29,USD
557681,41543,2024-11-13,886969.36,USD
488683,90957,2024-09-09,754305.06,USD
18591,56540,2024-08-31,956537.56,KES
576691,9646,2024-09-02,657436.52,KES
795268,32732,2024-07-13,727227.97,KES
7284,83742,2024-11-27,927479.95,KES
926470,73254,2024-10-21,557910.0,KES
946502,35135,2024-10-13,862257.49,KES
169025,16241,2024-09-04,914218.17,USD
116416,73868,2024-10-02,599885.2,USD
377623,18905,2024-06-06,869933.24,KES
551525,96069,2024-07-03,882292.52,KES
854444,40642,2024-06-10,867408.75,KES
895384,27130,2024-12-27,721762.81,KES
879536,24766,2024-05-10,994852.86,KES
821981,40897,2024-07-20,600626.3,USD
172567,6580,2024-12-02,575873.49,USD
654749,8660,2024-11-02,490424.72,KES
883529,57810,2024-12-11,771888.59,KES
730432,70477,2024-05-05,938065.0,KES
768729,99998,2024-08-23,973182.08,USD
787642,67704,2024-05-19,663318.62,USD
323187,39477,2024-10-30,537720.18,USD
77763,47221,2024-06-18,512875.34,KES
482248,67546,2024-08-30,984307.39,USD
457195,1139,2024-12-26,724020.05,KES
570500,10902,2024-09-27,877064.28,KES
697783,47586,2024-09-22,880674.76,USD
570994,71071,2024-10-14,952203.37,USD
362116,70657,2024-07-19,739296.55,KES
471970,64488,2024-12-20,596635.3,USD
15942,69782,2024-07-24,744663.14,USD
395376,25356,2024-08-12,883721.32,KES
348087,7018,2024-07-27,722065.06,USD
420462,90158,2024-12-09,758419.98,USD
174363,85801,2024-11-20,455231.73,KES
355754,41252,2024-09-26,653671.66,KES
681566,58643,2024-12-05,962944.05,USD
137081,40848,2024-12-23,699940.94,USD
787621,90004,2024-10-09,900503.39,USD
14931,30461,2024-10-11,803427.82,USD
422095,2180,2024-12-15,726863.94,USD
746952,10760,2024-06-05,735536.85,KES
895910,60230,2024-05-26,755686.7,USD
586322,30783,2024-07-30,528513.66,KES
311565,36215,2024-10-16,567290.85,USD
841701,73519,2024-11-14,824377.44,USD
155707,67558,2024-12-01,980658.3,USD
906947,96186,2024-11-26,962665.71,USD
86119,91753,2024-07-16,936209.6,USD
491884,20787,2024-07-02,986229.61,KES
285050,80884,2024-08-09,989367.58,USD
84826,42391,2024-06-08,866371.57,KES
604539,45427,2024-08-16,995590.24,KES
691751,76145,2024-10-11,963864.02,USD
201066,32508,2024-08-05,485040.2,USD
998175,59881,2024-10-28,817488.59,USD
664350,93769,2024-12-09,931374.86,KES
92631,67246,2024-08-17,971159.66,USD
192445,13207,2024-06-24,727886.92,USD
668796,47058,2024-05-16,609165.39,KES
737757,14302,2024-05-23,718498.81,KES
363154,51887,2024-07-27,691564.65,KES
591924,15342,2024-05-26,901504.56,USD
560869,83696,2024-06-30,450388.12,KES
834817,46495,2024-09-11,746343.95,KES
633694,7874,2024-07-30,719907.12,KES
382529,9558,2024-11-23,927298.7,USD
835605,10283,2024-12-25,822239.47,USD
363121,41717,2024-06-07,991180.35,USD
412826,63970,2024-10-02,564993.56,KES
363969,89521,2024-05-12,495519.82,KES
764400,37111,2024-08-08,542540.57,USD
782069,50282,2024-10-24,912086.23,USD
238209,63592,2024-12-20,753087.11,KES
336315,38285,2024-08-02,964105.02,KES
329247,94503,2024-05-09,472712.43,USD
58330,90027,2024-07-13,964656.66,USD
268864,40165,2024-06-16,544638.82,USD
442243,65700,2024-06-19,953831.13,KES
147191,45187,2024-06-19,972078.55,USD
698131,84336,2024-07-04,466513.55,USD
731895,26208,2024-07-31,802364.75,USD
298540,97589,2024-08-03,597269.79,KES
227715,1139,2024-08-24,851988.69,USD
46171,3694,2024-06-29,634225.47,KES
860175,29970,2024-05-02,925125.27,USD
194090,98751,2024-08-31,778049.75,KES
980277,57480,2024-05-26,469642.1,KES
265224,94812,2024-08-27,963079.0,KES
533977,80436,2024-05-05,830143.12,KES
399330,35285,2024-11-04,565665.24,KES
205523,32897,2024-10-12,754523.36,KES
953651,19513,2024-12-10,801136.99,KES
663042,39188,2024-06-27,641758.82,KES
918047,68489,2024-10-28,976841.04,USD
984410,90858,2024-05-30,582787.13,USD
474141,5436,2024-07-11,615936.69,USD
971242,30005,2024-12-05,723754.26,KES
318275,33092,2024-06-19,936518.15,USD
96771,99675,2024-11-26,583698.98,KES
517119,38399,2024-07-25,980813.47,KES
670589,27661,2024-10-17,516646.61,USD
999452,19928,2024-08-18,906386.46,USD
805239,96806,2024-06-14,483403.78,KES
180887,78410,2024-08-07,775788.18,USD
369283,8419,2024-07-23,670544.76,USD
900135,53473,2024-10-10,693033.0,USD
96181,1591,2024-09-06,747853.63,KES
827395,19814,2024-10-26,877005.65,KES
589444,42681,2024-06-21,798197.23,KES
844725,6258,2024-10-09,798967.95,KES
292481,45241,2024-05-22,576859.51,USD
864987,30810,2024-11-24,610879.58,KES
556357,8963,2024-12-26,618571.88,KES
555616,14235,2024-06-27,979078.44,KES
126803,12857,2024-10-24,870070.55,USD
469132,47185,2024-05-12,780280.37,KES
293748,99080,2024-11-06,897457.06,USD
410686,82538,2024-10-01,595879.33,KES
935784,65440,2024-05-10,935737.47,USD
65354,98607,2024-06-09,674346.51,KES
423701,49611,2024-12-20,579091.14,KES
694585,83218,2024-10-18,616102.4,KES
178585,65646,2024-08-29,460831.17,KES
567441,65608,2024-05-14,833983.1,KES
916959,72752,2024-08-12,545418.33,USD
467197,21704,2024-11-03,813492.63,USD
942592,31514,2024-09-08,722925.83,USD
903024,5832,2024-05-07,959133.68,USD
582244,66731,2024-09-07,501378.17,USD
226014,58495,2024-06-28,954778.0,KES
919314,74259,2024-10-16,889576.0,USD
544479,13929,2024-07-22,984009.2,USD
798776,74800,2024-05-25,964652.95,USD
693168,47757,2024-08-28,908001.56,USD
341332,64428,2024-08-27,624560.33,KES
451671,50350,2024-06-11,984381.12,KES
578709,15553,2024-08-31,663266.02,KES
277194,99521,2024-05-09,820074.43,KES
843167,40897,2024-10-15,568808.79,KES
891266,35509,2024-05-09,482571.03,USD
925707,12177,2024-05-02,981465.2,USD
701289,22973,2024-06-20,475498.6,KES
812611,42580,2024-12-10,713519.86,KES
803071,54320,2024-10-26,801042.05,USD
806610,86843,2024-09-29,531410.68,KES
398713,74194,2024-10-09,598320.3,USD
251324,72674,2024-08-01,762550.36,USD
413802,25702,2024-11-29,968102.62,KES
294875,38909,2024-07-16,870433.78,KES
400443,74481,2024-11-01,791246.79,USD
760944,16336,2024-07-26,739122.34,KES
646757,34981,2024-10-07,607843.43,USD
460506,35359,2024-07-11,916218.29,USD
948466,56807,2024-12-20,715504.22,KES
335050,67304,2024-07-15,876273.8,USD
112567,23216,2024-12-09,576608.11,USD
581788,69091,2024-08-30,985962.14,KES
631078,52053,2024-10-04,683420.31,USD
690411,13056,2024-05-17,627532.06,KES
623171,98367,2024-06-04,685168.5,KES
611612,83601,2024-05-11,543611.91,USD
193267,35378,2024-05-24,683292.32,USD
637470,41996,2024-05-21,843582.89,USD
548738,45059,2024-08-10,953760.85,USD
734669,45231,2024-10-07,523380.18,USD
658487,31052,2024-05-10,854287.39,KES
512658,71395,2024-08-30,687222.47,USD
122025,84623,2024-05-29,496452.55,USD
135183,54414,2024-06-18,934844.87,KES
423189,84276,2024-10-30,879720.92,USD
134417,40654,2024-11-16,740124.19,USD
226431,84618,2024-09-01,847500.61,KES
995422,62631,2024-12-16,712842.8,USD
169553,85744,2024-06-04,792043.03,KES
132774,29383,2024-11-07,679797.61,KES
728167,16574,2024-06-19,982685.16,KES
465521,38635,2024-11-22,448244.4,USD
926958,34738,2024-10-24,601488.96,USD
453479,94887,2024-08-29,969590.65,USD
410211,44570,2024-09-02,471666.46,USD
637761,42399,2024-06-26,989114.8,KES
841114,38303,2024-11-14,744538.06,KES
478049,6582,2024-05-08,920609.7,KES
958412,15705,2024-11-30,738969.64,KES
384383,50122,2024-09-03,647837.47,KES
280379,90159,2024-08-13,892510.36,USD
319300,45175,2024-10-07,616104.18,KES
474589,38285,2024-06-24,525258.17,USD
948639,27462,2024-11-12,787178.39,USD
934941,60744,2024-05-03,456856.01,USD
535592,79212,2024-08-18,727025.48,USD
204892,59881,2024-09-27,695818.4,KES
7074,30543,2024-07-07,604232.52,USD
432849,81523,2024-09-17,600991.65,KES
489661,44410,2024-10-05,745644.12,USD
625410,55959,2024-10-12,988311.57,KES
968435,55431,2024-11-21,678854.86,KES
533747,1210,2024-05-16,920249.16,USD
484826,31803,2024-06-05,614126.46,KES
658670,56545,2024-09-29,983451.72,USD
45011,68919,2024-09-19,915196.08,KES
623072,52195,2024-10-12,987544.07,USD
342333,57014,2024-11-02,928811.51,USD
860664,24047,2024-12-01,784310.15,KES
253420,23252,2024-11-25,708408.06,USD
104770,39314,2024-10-04,770782.62,USD
968775,16946,2024-08-25,859418.62,USD
882586,70046,2024-09-15,980849.61,USD
752823,3252,2024-08-11,645430.48,USD
278856,92895,2024-08-07,794383.42,KES
360355,64717,2024-08-10,874056.65,KES
482298,54877,2024-07-19,999419.42,USD
740972,78763,2024-07-14,790865.74,KES
212559,9681,2024-08-18,616976.11,USD
358963,88893,2024-08-17,466740.55,KES
369990,51576,2024-05-03,922981.97,KES
63445,56455,2024-11-24,717967.82,USD
827172,34050,2024-05-15,723335.53,USD
930804,68724,2024-06-27,974732.64,USD
366542,59745,2024-12-01,862083.97,USD
773095,96197,2024-09-02,695436.43,KES
328399,79830,2024-08-15,539946.62,USD
190550,38349,2024-08-16,918681.33,KES
992895,92605,2024-06-18,534171.9,KES
503895,1702,2024-05-24,810248.21,USD
151212,90958,2024-12-15,721577.51,KES
243935,27053,2024-08-14,803100.48,USD
237064,30941,2024-12-12,807459.19,USD
218831,11008,2024-09-18,780575.65,KES
114289,23326,2024-12-17,491235.72,USD
579210,70046,2024-11-06,764905.03,KES
600163,35378,2024-11-03,770146.12,KES
799644,31528,2024-08-11,771442.02,KES
303114,84618,2024-07-19,813541.18,USD
644344,53004,2024-12-25,722806.68,USD
954661,40930,2024-08-03,946916.92,KES
671868,13309,2024-08-06,781007.92,USD
670092,17284,2024-06-10,926496.42,USD
745597,15478,2024-12-18,634488.76,KES
177726,21704,2024-10-08,930801.0,KES
720539,11998,2024-12-08,600518.78,USD
321795,92643,2024-11-17,696221.47,USD
907502,60627,2024-10-24,668038.26,USD
385943,60689,2024-05-11,646114.58,USD
229200,15859,2024-12-04,919698.34,USD
368863,61771,2024-12-02,501595.85,USD
855277,19590,2024-07-02,711877.32,USD
158036,55263,2024-10-04,506626.59,USD
143094,4701,2024-11-06,694381.7,USD
219706,1238,2024-07-01,708505.23,USD
278549,62159,2024-07-30,879785.03,USD
960071,40921,2024-07-21,500974.96,KES
435616,5538,2024-11-14,969627.62,KES
256613,8255,2024-06-22,469833.78,KES
680934,84715,2024-07-09,862074.01,KES
251396,50209,2024-05-08,962954.93,USD
331921,7228,2024-12-12,475251.61,KES
802775,58475,2024-09-24,693302.22,USD
154694,4077,2024-07-30,869473.9,USD
964524,59130,2024-10-25,694015.2,USD
239668,84119,2024-12-17,870798.21,USD
116812,65001,2024-10-08,781450.48,USD
829741,26098,2024-08-26,548222.33,KES
394313,58101,2024-11-10,804905.27,KES
833850,63040,2024-08-24,968745.68,KES
832240,3694,2024-11-30,756116.65,KES
583700,62412,2024-09-12,774147.82,KES
522565,21049,2024-07-29,549520.07,USD
747835,22171,2024-06-28,796453.13,KES
824094,17791,2024-08-23,671159.89,USD
106049,84091,2024-07-12,681875.87,USD
911833,48418,2024-11-29,882246.88,USD
984045,8982,2024-08-31,874575.65,USD
260829,52959,2024-05-14,507277.48,USD
995190,41009,2024-05-24,762504.6,USD
219210,57765,2024-11-29,652810.36,USD
289162,68319,2024-12-02,718937.97,KES
80139,55621,2024-08-25,990856.17,KES
355768,30382,2024-12-07,711474.14,KES
960890,80993,2024-08-10,784334.42,KES
665109,5360,2024-08-21,700574.61,KES
471335,7396,2024-11-17,876882.04,USD
581539,65956,2024-05-09,943037.97,KES
53918,7405,2024-09-19,912020.12,KES
911261,43837,2024-05-11,517009.2,USD
960659,56415,2024-11-05,577359.8,USD
867133,56572,2024-12-20,939799.16,KES
976447,55527,2024-06-01,954683.14,USD
169371,21512,2024-12-30,833035.4,USD
423471,85441,2024-11-01,952632.08,KES
259230,79980,2024-07-15,960144.83,KES
596832,37028,2024-05-04,932508.48,KES
619316,4135,2024-09-20,996174.29,KES
825570,73769,2024-12-23,917335.76,KES
696979,77944,2024-11-27,823895.65,KES
383096,8982,2024-06-26,753195.65,KES
261796,99960,2024-11-13,851337.82,KES
77830,2886,2024-12-01,701186.25,USD
61816,54436,2024-11-15,585962.49,KES
83309,92601,2024-09-17,620668.32,USD
585041,14265,2024-07-04,549395.04,USD
570820,34689,2024-09-13,468591.58,USD
839321,65440,2024-09-06,865236.03,KES
5135,66457,2024-11-29,571442.98,USD
542934,41696,2024-06-24,872314.07,KES
784816,30296,2024-10-15,604048.16,USD
713218,35143,2024-09-05,845903.69,KES
45039,53336,2024-11-13,881366.17,USD
656682,72113,2024-11-01,967798.97,KES
712173,59785,2024-08-22,646192.41,KES
345030,15806,2024-08-08,498481.74,KES
127074,80213,2024-08-30,895499.35,KES
977471,84388,2024-06-25,981638.03,KES
124751,90920,2024-11-06,904479.29,KES
901906,34817,2024-12-07,836014.3,USD
885221,17316,2024-08-02,487537.79,USD
366520,40966,2024-05-28,854973.0,USD
279474,92938,2024-05-23,681779.63,KES
811686,84051,2024-05-18,869469.46,USD
729735,42607,2024-05-22,963174.8,USD
855894,92601,2024-11-20,543949.91,KES
191642,19513,2024-12-13,767939.0,USD
63854,10758,2024-10-28,907468.11,USD
972393,86890,2024-10-25,874514.98,USD
346247,87868,2024-12-17,914892.95,USD
896142,64630,2024-08-11,606702.36,USD
944085,15924,2024-06-18,993100.95,USD
747493,94994,2024-05-11,816541.43,KES
662609,57198,2024-09-26,852162.68,USD
409763,37558,2024-07-17,974529.73,KES
945120,81393,2024-08-01,451166.38,KES
678353,86733,2024-08-10,615927.37,USD
344677,49818,2024-06-02,848972.84,KES
563372,28061,2024-10-03,562382.46,USD
445815,97813,2024-08-17,898003.0,KES
579478,94374,2024-11-20,508931.7,KES
425377,1405,2024-08-21,812871.54,USD
481010,39489,2024-08-23,644312.29,KES
528134,24576,2024-12-24,772049.48,USD
644031,88805,2024-10-15,819716.69,USD
28473,30978,2024-07-07,817392.13,USD
345294,84627,2024-08-20,557693.55,KES
713919,36114,2024-05-16,996831.39,USD
683937,45175,2024-10-15,469807.36,KES
714076,59334,2024-11-16,929472.15,USD
821996,29562,2024-10-19,996127.42,USD
129930,90647,2024-09-01,901750.05,USD
913878,49710,2024-07-15,905591.41,USD
56822,57898,2024-05-01,574467.45,KES
359317,75780,2024-05-27,868526.59,KES
443571,58638,2024-06-27,626118.71,USD
283012,51215,2024-07-21,813110.03,USD
656530,31889,2024-07-13,982001.14,KES
946642,34137,2024-05-28,991806.36,USD
937763,31624,2024-06-10,454321.71,USD
64500,53506,2024-06-23,989032.79,KES
67801,71683,2024-10-01,738223.63,KES
491126,62210,2024-09-11,878141.99,KES
943935,54414,2024-09-14,954397.35,KES
3977,18226,2024-06-14,658522.44,KES
128940,58826,2024-06-02,710368.41,KES
20103,20477,2024-05-09,833247.91,KES
949355,14310,2024-12-26,882442.37,USD
297236,63688,2024-11-15,749109.72,KES
975330,49671,2024-10-11,772930.73,USD
531004,96878,2024-05-21,951023.99,USD
153090,86763,2024-10-17,810706.11,USD
390875,82881,2024-05-12,665883.5,USD
106098,95240,2024-12-24,745236.56,USD
494534,16217,2024-09-27,704871.88,KES
735249,18826,2024-05-02,663407.84,USD
530602,34050,2024-09-14,863727.97,KES
28253,47982,2024-11-16,976662.26,KES
507923,38349,2024-09-06,562832.83,KES
871648,14658,2024-05-15,838070.11,USD
718221,68239,2024-08-27,721713.16,KES
804834,38847,2024-09-29,495181.84,KES
868851,76045,2024-05-03,659669.55,USD
951414,45584,2024-09-13,770443.45,USD
192106,31797,2024-05-29,701882.83,KES
163868,8608,2024-12-01,641165.67,KES
228565,26233,2024-11-03,650114.23,KES
397073,58472,2024-09-22,845047.14,USD
944632,34912,2024-08-08,532893.85,KES
854934,32662,2024-08-20,703007.33,USD
208275,67796,2024-09-07,650960.2,USD
313193,54905,2024-11-11,512908.93,KES
534902,42711,2024-08-21,867330.73,USD
149669,63040,2024-08-07,581027.5,USD
453209,23553,2024-09-27,777252.8,USD
270270,94463,2024-10-23,609056.97,KES
433596,59183,2024-09-14,935953.06,KES
415981,5236,2024-11-03,517231.31,USD
176484,74336,2024-12-27,848709.3,USD
174284,51154,2024-11-01,515928.0,USD
333990,58503,2024-06-22,937679.5,KES
6533,83680,2024-09-01,568133.34,USD
196214,53387,2024-12-26,874134.31,KES
253567,58611,2024-09-24,887406.21,USD
748275,45470,2024-12-05,712166.64,USD
657095,27392,2024-06-26,690569.68,USD
280258,99412,2024-06-18,456600.88,USD
416948,56636,2024-05-09,576382.52,KES
934336,12588,2024-12-02,933791.96,KES
807968,94571,2024-09-25,775589.87,USD
733200,33901,2024-08-13,878542.48,USD
835633,45968,2024-07-06,945040.66,KES
182541,74969,2024-05-09,956883.74,USD
743370,8963,2024-07-20,500263.1,KES
518068,53200,2024-12-17,845439.01,USD
256456,83730,2024-05-23,561735.59,USD
992845,19875,2024-08-14,679459.67,KES
860382,26222,2024-10-04,979414.81,KES
481349,38785,2024-07-24,859153.0,KES
546379,68724,2024-10-17,743125.48,USD
808610,13452,2024-05-16,967482.96,KES
597653,87875,2024-09-01,514127.08,KES
665038,70632,2024-06-30,619707.11,USD
889376,50962,2024-12-02,540013.42,KES
633860,35057,2024-07-02,572622.68,KES
91793,99080,2024-07-19,786773.88,KES
194344,68232,2024-07-29,919827.38,KES
116701,51347,2024-10-14,995381.91,KES
659318,63184,2024-11-06,868291.42,KES
774630,87639,2024-07-27,685010.04,USD
115528,92605,2024-09-29,809055.96,KES
574687,90861,2024-06-02,919844.29,USD
91555,52224,2024-11-08,855439.05,USD
774134,1211,2024-05-25,748062.58,KES
291610,12097,2024-05-14,870677.03,USD
948924,50782,2024-05-28,716881.32,KES
363900,92381,2024-11-23,953195.27,KES
283899,56062,2024-12-08,510738.75,USD
267851,25397,2024-11-19,476155.97,KES
172700,27559,2024-06-18,874899.96,USD
955536,17492,2024-11-28,974049.02,KES
796881,63863,2024-06-18,980621.58,USD
47874,5733,2024-07-29,917250.85,KES
356991,70618,2024-11-06,759409.33,USD
101526,93465,2024-06-25,797356.15,KES
703949,18937,2024-10-05,998238.93,KES
844898,94725,2024-11-08,705800.86,KES
954763,51607,2024-10-28,922281.29,USD
273417,73236,2024-11-13,779001.2,USD
12019,4308,2024-10-31,795759.09,USD
194106,37558,2024-11-25,612748.09,USD
22335,5699,2024-12-17,916400.81,KES
28448,39477,2024-08-21,845291.81,USD
320550,52434,2024-12-02,549471.26,USD
509346,40192,2024-07-28,841374.56,USD
81176,86428,2024-11-11,984045.35,USD
665028,52482,2024-05-30,800658.77,KES
489122,83292,2024-09-26,638620.9,USD
202479,46726,2024-10-14,865837.34,KES
434162,95612,2024-10-18,679906.1,USD
993315,29976,2024-07-01,950501.21,USD
446902,86768,2024-11-12,452993.3,USD
58958,33529,2024-08-28,986869.41,USD
15289,72674,2024-07-17,870335.99,KES
745133,28620,2024-08-09,785725.98,USD
683500,56742,2024-08-23,990154.16,USD
626832,93474,2024-11-28,613921.34,KES
